^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS5810
!dataset_title = Hypoxia effect on von Hippel Lindau-overexpressing renal cell carcinoma cells
!dataset_description = Analysis of renal cell carcinoma (RCC) 786-O cells transfected with von Hippel Lindau (VHL)-overexpression vector and cultured under hypoxia conditions (1% O2) for 24 hours. Results provide insight into overlap and differences of VHL- and hypoxia-dependent molecular alterations in RCC.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 25890500
!dataset_platform = GPL6244
!dataset_platform_organism = Homo sapiens
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 33297
!dataset_sample_organism = Homo sapiens
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 8
!dataset_value_type = transformed count
!dataset_reference_series = GSE65168
!dataset_order = none
!dataset_update_date = Jun 28 2016
^SUBSET = GDS5810_1
!subset_dataset_id = GDS5810
!subset_description = control
!subset_sample_id = GSM1588482,GSM1588486,GSM1588481,GSM1588485
!subset_type = protocol
^SUBSET = GDS5810_2
!subset_dataset_id = GDS5810
!subset_description = VHL transfection
!subset_sample_id = GSM1588484,GSM1588488,GSM1588483,GSM1588487
!subset_type = protocol
^SUBSET = GDS5810_3
!subset_dataset_id = GDS5810
!subset_description = normoxia
!subset_sample_id = GSM1588483,GSM1588487,GSM1588481,GSM1588485
!subset_type = stress
^SUBSET = GDS5810_4
!subset_dataset_id = GDS5810
!subset_description = hypoxia
!subset_sample_id = GSM1588482,GSM1588486,GSM1588484,GSM1588488
!subset_type = stress
^DATASET = GDS5810
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1588481 = Value for GSM1588481: 786-O biological replicate 1; src: renal cell carcinoma
#GSM1588485 = Value for GSM1588485: 786-O biological replicate 2; src: renal cell carcinoma
#GSM1588482 = Value for GSM1588482: 786-O Hypoxia biological replicate 1; src: renal cell carcinoma
#GSM1588486 = Value for GSM1588486: 786-O Hypoxia biological replicate 2; src: renal cell carcinoma
#GSM1588483 = Value for GSM1588483: 786-O VHL biological replicate 1; src: renal cell carcinoma
#GSM1588487 = Value for GSM1588487: 786-O VHL biological replicate 2; src: renal cell carcinoma
#GSM1588484 = Value for GSM1588484: 786-O VHL Hypoxia biological replicate 1; src: renal cell carcinoma
#GSM1588488 = Value for GSM1588488: 786-O VHL Hypoxia biological replicate 2; src: renal cell carcinoma
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1588481	GSM1588485	GSM1588482	GSM1588486	GSM1588483	GSM1588487	GSM1588484	GSM1588488
7893951	control	5.91228	5.98515	5.91231	5.94195	6.0404	6.16711	5.80243	5.7979
7893952	control	10.335	10.4087	10.4133	10.1605	10.1228	10.469	10.5113	10.532
7893953	control	7.0003	6.65201	6.52402	6.84084	6.92287	6.89982	6.99061	6.67829
7893954	control	7.90313	7.87884	7.94756	7.92724	7.9177	8.06471	8.09919	7.99612
7893955	control	7.14474	7.01885	6.85697	6.9033	6.72708	7.06445	6.56375	6.77488
7893956	control	12.47	12.5456	12.3808	12.535	12.5502	12.5866	12.7061	12.7635
7893957	control	6.53806	6.48784	6.09152	6.10534	6.44661	6.47739	6.73533	6.58325
7893958	control	8.61329	8.34212	8.20463	8.18108	7.25041	7.89647	7.65634	8.0055
7893959	control	8.14975	7.69349	7.62205	7.06609	7.35755	8.12928	8.02791	7.90689
7893960	control	7.59499	7.63156	7.51032	7.31397	7.5128	7.50292	7.91558	7.71715
7893961	control	7.91013	7.90754	7.59805	7.64112	8.09364	7.67888	7.79605	7.95235
7893962	control	6.31775	5.97032	6.03854	6.27309	6.03338	6.13724	6.55492	6.29393
7893963	control	6.13694	6.05513	5.66793	5.9858	5.80618	6.29389	6.15672	6.0918
7893964	control	5.77764	5.77764	5.45999	5.48613	5.40063	5.94209	5.7498	5.81877
7893965	control	6.76638	6.60851	6.46758	6.4844	5.91678	6.19804	6.03692	6.10035
7893966	control	10.7482	10.6044	10.6471	10.5526	10.5416	10.5412	10.9513	10.5213
7893967	control	6.78091	6.59082	6.46034	6.45963	6.73304	6.52591	6.8714	6.83029
7893968	control	7.69417	7.23944	7.01324	7.00114	7.19485	7.56422	7.25159	7.32959
7893969	control	5.79068	5.70898	5.32504	5.44352	5.65644	6.10155	5.72946	5.63488
7893970	control	6.36813	5.90689	5.81794	6.06236	6.11588	6.33685	6.11107	5.79405
7893971	control	5.61441	6.02184	5.72447	5.60545	5.65692	5.89477	5.93627	5.76024
7893972	control	10.5216	10.1034	9.90838	10.1148	9.9426	10.2754	10.1871	10.2534
7893973	control	11.2341	11.4545	11.0347	11.5425	11.352	11.6637	11.6567	11.5657
7893974	control	5.52492	5.58149	5.60738	5.57788	5.49232	5.88323	5.84434	5.5853
7893975	control	5.50771	5.4531	5.18157	5.30057	5.4952	5.44327	5.52322	5.27048
7893976	control	6.40317	6.11189	6.0086	5.98072	6.25764	6.21963	6.25276	6.12924
7893977	control	5.73744	5.34377	5.50351	5.5732	5.58129	5.72689	5.60037	5.50153
7893978	control	6.67667	6.7657	6.37063	6.46017	6.54575	6.92065	6.32164	6.5178
7893979	control	9.93894	10.0361	9.80098	10.0862	9.87372	9.77283	9.792	9.83074
7893980	control	5.76364	5.46277	5.34514	5.6174	5.33886	5.61441	5.68643	5.40134
7893981	control	9.44559	9.54615	9.2063	9.74543	9.40909	9.50039	9.77031	9.68895
7893982	control	5.88264	5.70726	5.41508	5.39099	5.68302	5.92966	5.67243	5.64386
7893983	control	6.62203	6.5738	6.43403	6.09984	6.46042	6.60437	6.31657	6.24801
7893984	control	5.67132	5.74753	5.56946	5.41455	5.53506	5.62584	5.55398	5.5956
7893985	control	6.09358	5.95918	5.90127	5.99713	6.14497	6.26695	6.11986	6.06868
7893986	control	7.84183	7.51568	7.2912	7.46692	7.33008	7.76399	7.68724	7.61593
7893987	control	6.00701	6.03647	5.91881	5.84358	5.70535	6.04984	5.72156	5.79382
7893988	control	5.44097	5.33728	5.18231	5.2956	5.22744	5.48336	5.39278	5.20189
7893989	control	7.41062	7.60002	6.94239	7.36262	7.12411	7.58253	7.3094	7.63492
7893990	control	6.16156	6.19182	5.89256	6.28966	5.92699	6.18805	6.19035	6.16214
7893991	control	10.9221	11.2889	10.9836	11.2281	10.9072	11.3397	11.1868	11.1827
7893992	control	7.24503	7.29427	7.077	7.1979	7.55749	7.45334	7.64184	7.67267
7893993	control	11.13	11.0332	11.0572	11.3787	11.4031	11.3274	11.3556	11.2322
7893994	control	6.12085	5.98888	6.20618	5.61767	5.92044	5.81861	6.2032	5.80205
7893995	control	5.84694	5.84776	5.83402	5.78158	5.89534	5.85392	5.68842	5.66195
7893996	control	5.80735	5.58371	5.47564	5.69077	5.7652	5.94132	6.07725	5.54935
7893997	control	6.85335	6.96523	6.84234	6.64871	6.49052	6.6054	6.94169	6.89643
7893998	control	7.47441	7.37293	7.48099	7.33103	6.98918	7.06331	7.20891	6.94451
7893999	control	5.76593	5.63748	5.43132	5.35577	5.41983	5.62032	5.83943	5.51464
7894000	control	12.4537	12.1495	12.1095	12.3616	12.3311	12.2666	12.2499	12.239
7894001	control	7.59447	7.64473	7.28323	7.51804	8.08314	8.01151	7.29099	7.76153
7894002	control	6.03261	6.28712	5.6029	5.73498	6.03156	6.29719	6.40025	6.36785
7894003	control	5.68609	5.32665	5.29702	5.40929	5.48585	5.53649	5.50561	5.39191
7894004	control	5.75863	5.44866	5.27096	5.29128	5.43506	5.56172	5.78253	5.56074
7894005	control	9.07858	9.20106	8.73263	9.04844	9.12513	8.91796	9.21016	9.25653
7894006	control	5.52786	6.06609	5.51995	5.47888	5.70044	6.07903	5.77811	5.4943
7894007	control	11.0211	10.8534	10.8656	10.8598	10.9472	11.0256	10.9889	11.0121
7894008	control	6.86725	7.1774	6.44494	7.15634	6.8968	6.69313	6.94836	6.98456
7894009	control	6.2568	6.1993	5.95276	6.19003	6.16741	6.07076	6.37157	6.23673
7894010	control	6.9451	6.28348	6.30331	6.43326	6.54868	6.56609	6.68344	6.18213
7894011	control	8.91603	9.28765	9.07636	9.02504	9.34514	9.39159	8.52559	9.29452
7894012	control	13.127	12.9839	12.9718	12.9743	12.6141	12.9167	12.9109	12.821
7894013	control	6.71388	6.62114	6.49345	6.37406	6.19587	6.46761	6.36449	5.97176
7894014	control	5.56146	5.5313	5.50759	5.63672	5.44168	5.9464	5.69937	5.84577
7894015	control	7.80928	7.81018	7.60447	7.74399	7.5948	7.65883	7.84246	7.72915
7894016	control	6.6745	7.38259	6.61831	6.47537	6.81655	6.74084	6.7854	6.48595
7894017	control	6.88013	6.43281	6.27739	6.50549	6.16237	6.78094	6.5651	6.41532
7894018	control	6.43345	6.51676	6.08158	6.36183	6.39594	6.72675	6.62322	6.49006
7894019	control	12.3938	12.642	12.4176	12.602	12.5291	12.7086	12.7837	12.6802
7894020	control	6.90357	6.44807	6.29433	6.61373	6.858	6.86794	7.01144	6.92918
7894021	control	6.29144	6.29468	5.72414	6.02466	6.16096	6.39357	6.28347	6.02535
7894022	control	6.13554	5.89618	5.77272	5.86061	5.9807	6.33234	6.25239	6.09908
7894023	control	5.37809	5.30707	5.16937	5.24859	5.24342	5.56733	5.50796	5.12869
7894024	control	5.79901	5.90348	5.53872	5.66797	5.54935	5.88551	5.93434	5.37502
7894025	control	5.95473	5.79291	5.75717	5.69018	5.70389	5.69837	5.86021	5.35479
7894026	control	8.36671	8.39023	7.77369	7.92133	8.14528	8.75695	8.28397	8.45174
7894027	control	6.5245	6.58182	6.33646	6.31454	6.41923	6.5987	6.46241	6.47411
7894028	control	6.66379	6.59097	6.36357	6.39416	6.54825	6.57598	6.87316	6.47558
7894029	control	9.85175	10.0458	10.0182	9.97298	10.2384	9.60363	10.3454	10.1072
7894030	control	6.17139	5.75785	5.67627	5.81559	6.08684	6.57905	6.22539	5.95829
7894031	control	7.82103	7.65289	7.83253	7.58057	7.36733	7.43946	7.90218	7.66181
7894032	control	5.84848	5.6785	5.80545	5.93894	5.38737	5.65945	5.8264	5.37593
7894033	control	12.9184	12.9747	12.9867	13.2692	12.835	12.873	12.9157	12.9776
7894034	control	6.42782	5.90359	5.92194	6.10736	5.92388	6.44185	6.13922	6.10305
7894035	control	6.02682	5.97154	6.08311	5.6255	5.91142	5.99398	6.60573	5.89802
7894036	control	12.4498	12.0828	12.1144	12.2393	12.1763	12.3009	12.2436	12.2613
7894037	control	9.44535	9.08998	9.01882	9.08172	9.18299	9.12226	9.0325	9.05552
7894038	control	6.05296	5.86479	5.86479	5.96976	5.99485	6.22433	5.92171	5.56313
7894039	control	6.39013	6.37837	6.21935	6.19025	6.24791	6.26469	6.00086	5.87994
7894040	control	5.91536	5.80024	5.70547	5.65251	5.71261	5.70948	5.69702	5.53332
7894041	control	9.76762	9.4777	9.66898	9.50083	9.60001	9.94378	9.88639	10.0605
7894042	control	9.44967	9.52056	9.35643	9.20646	8.9636	9.05765	9.11959	9.35617
7894043	control	12.537	12.2994	12.5253	12.2999	12.4693	12.5222	12.562	12.5171
7894044	control	10.1663	10.004	10.1523	9.63085	9.91769	10.3154	10.0422	10.1708
7894045	control	5.68286	6.05999	5.88141	5.69074	5.57743	5.66673	6.27579	5.68303
7894046	control	8.0692	8.10092	7.73576	7.9695	7.82435	8.17445	7.9513	8.15463
7894047	control	5.74597	5.48196	5.25686	5.3559	5.48157	5.92513	5.75171	5.37285
7894048	control	9.07595	8.53809	8.67101	8.62218	8.66499	8.39295	8.61849	8.34252
7894049	control	7.67172	7.3808	7.08265	7.3888	7.76758	7.46937	7.76277	7.42255
7894050	control	6.20827	6.15899	5.95216	6.28093	5.71103	6.40637	6.13813	5.92763
7894051	control	13.0941	13.0881	12.9388	13.1093	12.9587	13.0474	13.0258	12.9574
7894052	control	7.34063	7.37084	6.94219	7.34043	7.31742	7.33541	7.34018	7.46495
7894053	control	5.76466	5.73888	5.2916	5.42693	5.58704	5.8224	5.65249	5.35219
7894054	control	7.12928	7.18982	6.89482	6.90689	6.67243	6.50961	6.74711	6.67243
7894055	control	8.83203	8.7218	8.55159	8.00421	8.76425	9.19489	9.10751	8.54908
7894056	control	8.96976	8.82462	8.69642	8.66786	8.10191	8.42326	8.20078	8.30165
7894057	control	11.5199	11.4656	11.4465	11.6986	11.4871	11.3507	11.3092	11.5416
7894058	control	11.9605	11.8591	11.9142	11.8105	11.7498	11.9682	11.9336	11.9494
7894059	control	6.09581	6.16729	6.01479	6.26401	6.19477	6.19697	5.93518	6.05164
7894060	control	6.6701	6.70204	6.60627	6.568	6.21733	6.64252	6.73212	6.51438
7894061	control	11.102	11.4896	11.2503	11.6965	11.4848	11.3919	11.6497	11.7356
7894062	control	9.82758	9.70194	9.74368	9.7164	9.16879	9.26183	9.32564	9.45119
7894063	control	8.56567	8.3745	8.21281	8.09499	8.50319	8.45191	8.51798	8.23889
7894064	control	6.17873	5.88264	6.12662	6.31927	6.50779	6.15067	6.09856	5.96928
7894065	control	6.65246	6.30585	5.95149	5.84549	6.20952	6.49596	6.58215	6.28568
7894066	control	5.90991	5.77538	6.04041	6.34772	6.20455	6.33887	6.27188	5.88348
7894067	control	9.71476	9.64559	9.34034	9.70908	9.64746	10.207	10.2334	10.1561
7894068	control	9.8392	10.0375	9.82018	10.0182	9.67596	10.0471	10.2562	10.4564
7894069	control	5.93076	5.76226	5.2851	5.51386	5.56582	5.65678	5.83696	5.41208
7894070	control	12.7106	12.6818	12.3475	12.5968	12.4541	12.5175	12.7234	12.6392
7894071	control	6.05197	5.74541	5.55315	5.74176	5.79436	5.74368	5.92969	5.7322
7894072	control	9.44104	9.45618	9.30204	9.31483	9.21923	9.43197	9.59772	9.48312
7894073	control	6.89451	6.2946	6.34139	6.13355	6.2707	6.57886	6.57778	6.36513
7894074	control	11.0099	10.958	11.0199	10.8723	11.0951	11.3772	11.3842	11.3729
7894075	control	6.94533	6.95766	6.59499	6.39723	6.7444	6.99297	6.67944	6.83205
7894076	control	11.1747	11.4581	11.1615	11.482	11.3852	11.3794	11.5768	11.771
7894077	control	5.98544	5.78112	5.70033	5.78699	5.72587	5.74116	5.45542	6.0128
7894078	control	8.56677	8.89842	8.26946	8.66802	8.78428	8.81607	9.21274	8.93833
7894079	control	6.51902	5.83863	5.95006	5.73886	6.04964	6.00614	6.24268	5.79449
7894080	control	7.78128	7.71488	7.58323	7.46344	7.4643	7.83417	7.69413	7.56934
7894081	control	6.09769	5.83289	5.81989	6.20103	6.1836	6.11094	5.98757	5.98123
7894082	control	6.22882	6.34652	6.06999	6.44744	5.91799	6.01935	6.61303	6.21527
7894083	control	12.3107	12.2504	12.3701	12.423	12.1809	12.1815	12.3926	12.3323
7894084	control	5.74346	5.73989	5.44146	5.63375	5.66367	5.7562	5.62337	5.55459
7894085	control	8.27305	8.311	8.22339	7.97885	7.97747	7.97489	8.32492	8.16552
7894086	control	12.8043	12.7685	12.6632	12.7543	12.7161	12.8399	12.9518	12.7981
7894087	control	10.3525	9.87793	9.8998	9.70256	10.0444	10.0036	10.1441	9.76808
7894088	control	8.23406	8.09007	8.04062	7.98023	8.19809	8.00781	8.40947	8.31176
7894089	control	7.93968	7.68751	7.2707	7.83337	7.6739	7.72044	7.51056	7.83124
7894090	control	5.44056	5.47491	5.29809	5.40929	5.35109	5.83621	5.90448	5.73533
7894091	control	5.87955	5.66824	5.5833	5.42906	5.43619	5.6757	5.41039	5.35784
7894092	control	6.95442	6.87085	6.49713	6.69974	6.5949	6.9124	6.96166	6.93481
7894093	control	5.77272	5.93463	5.76265	5.71135	5.80946	5.91068	6.05407	5.30367
7894094	control	6.68051	6.34398	6.27906	5.80454	6.23849	6.63352	6.52279	6.20216
7894095	control	6.16056	5.86868	5.95035	5.75686	5.60731	6.0457	6.21392	6.18152
7894096	control	6.17944	6.14951	5.90499	5.95808	6.19696	6.14078	6.29071	5.63581
7894097	control	7.24715	6.80712	6.74653	6.71244	6.65174	7.02432	6.77312	6.71667
7894098	control	13.0397	12.8169	12.8903	12.7458	12.8263	12.9004	12.8381	12.9178
7894099	control	5.80413	5.87509	5.27777	5.88173	5.39432	5.79903	6.11215	5.38574
7894100	control	12.4704	12.0987	12.0865	12.1443	12.0331	12.1749	12.1988	12.1991
7894101	control	6.13157	6.08742	5.75777	6.06348	6.14975	5.90294	6.05524	5.99246
7894102	control	10.1181	10.0183	9.98766	10.2281	10.0648	10.1296	10.1474	10.2847
7894103	control	6.40894	6.45993	6.1126	5.8969	6.17493	6.71399	6.3868	6.28988
7894104	control	9.78001	9.41799	9.55041	9.09071	9.63565	9.4614	9.63447	9.29405
7894105	control	6.13484	6.06834	5.56579	5.94824	5.73568	6.1274	6.1644	5.56033
7894106	control	7.0484	7.23423	6.78559	7.09189	7.05851	7.14513	7.29628	7.08761
7894107	control	11.6258	11.7302	11.7093	11.8606	11.2322	11.4834	11.7685	11.5358
7894108	control	7.4173	6.96138	6.75473	6.83963	6.83634	6.88459	6.84805	6.48807
7894109	control	6.37585	6.52511	6.01118	6.02914	6.0341	6.00815	6.01809	5.81775
7894110	control	12.2041	12.2179	12.2072	12.2773	11.9307	11.9394	12.1135	12.1223
7894111	control	6.06351	6.14832	6.01107	6.16896	5.82201	6.01651	6.18173	6.14094
7894112	control	7.28398	7.07182	6.93776	7.32012	6.38088	6.9991	7.16867	6.67878
7894113	control	5.39068	5.54983	5.31707	5.45324	5.37527	5.46185	5.69094	5.33132
7894114	control	13.4316	13.2982	13.2485	13.4624	13.3656	13.3706	13.4417	13.5153
7894115	control	9.30365	9.97557	9.36393	9.97865	9.92066	10.182	10.2841	10.1818
7894116	control	6.46256	6.56243	6.43412	6.59982	6.73351	6.73785	6.49323	6.15383
7894117	control	7.36876	7.30378	7.42253	7.40119	7.30402	7.42314	7.39009	7.47437
7894118	control	11.1387	11.1234	11.1438	11.1319	11.0918	11.2802	11.5012	11.4252
7894119	control	10.2677	9.83065	10.0762	9.55378	9.9953	10.0685	10.1134	10.0496
7894120	control	6.98952	6.9248	6.86149	6.97557	6.36566	6.45859	6.08735	6.30367
7894121	control	6.69203	6.4824	6.50771	6.73417	6.46337	6.38287	6.62286	6.39634
7894122	control	12.6207	12.5432	12.5421	12.5989	12.5142	12.5915	12.5661	12.6194
7894123	control	5.79295	5.65474	5.44892	5.10716	5.49185	5.48792	5.7113	5.38863
7894124	control	7.53805	7.07411	7.0245	6.74781	7.23798	7.78743	7.3837	7.30517
7894125	control	11.0699	11.0301	10.9304	10.937	11.5199	11.593	11.8885	11.6169
7894126	control	8.33006	8.10906	7.85893	8.19623	8.23361	8.13425	8.44701	7.89262
7894128	control	6.59585	6.56835	6.4493	6.50653	6.42558	6.53889	6.86362	6.37215
7894129	control	7.12864	6.86608	6.73428	6.49117	6.92525	7.29782	6.98831	6.77174
7894130	control	6.21353	5.95931	5.98716	5.85065	6.07788	5.95846	6.1173	5.90068
7894131	control	9.32854	9.21786	9.08124	8.93632	8.66438	9.0061	8.58271	9.02382
7894132	control	8.60574	8.58296	8.40995	8.63164	8.57599	8.55855	8.79869	8.5928
7894133	control	5.7186	5.8109	5.6681	5.63096	5.61699	5.79633	5.71458	6.11504
7894134	control	9.45195	10.1336	9.36131	9.93986	9.9701	9.84741	9.9002	9.88831
7894135	control	10.5817	10.5006	10.5352	10.6501	10.3934	10.5176	10.4629	10.7961
7894136	control	11.697	11.6532	11.6145	11.6419	11.9984	12.0641	12.1942	12.1908
7894137	control	5.79235	5.6753	5.83951	5.61351	5.4691	5.81723	5.66277	5.48864
7894138	control	8.86615	8.8342	8.51705	8.90054	9.00687	9.11252	9.1333	9.00984
7894139	control	5.69954	5.71533	5.71261	5.63392	5.44583	5.8182	6.02514	5.83991
7894140	control	7.06473	6.58088	6.70416	6.35174	6.78736	7.04803	6.93947	6.50312
7894141	control	6.25737	6.09584	6.35818	6.15814	6.24074	6.35076	6.59413	6.10822
7894142	control	6.37231	6.36085	6.24045	6.06659	6.13352	6.42415	6.37493	6.44868
7894143	control	5.46756	5.59984	5.55352	5.44309	5.61709	5.47491	5.39215	5.39823
7894144	control	5.85264	6.12801	6.16979	6.21527	5.9993	6.15899	6.17559	5.78371
7894145	control	11.0576	10.9081	10.7405	10.8386	10.6858	10.9238	10.8421	10.9654
7894146	control	9.00181	9.80557	8.50182	9.4195	8.34953	8.84848	8.95828	8.89246
7894147	control	5.64075	5.92825	5.42665	5.85568	5.74021	5.82688	5.92937	5.69813
7894148	control	9.86785	9.52356	9.58748	9.44465	9.83681	9.41109	9.83142	9.54391
7894149	control	5.97233	6.00826	5.57639	5.78966	5.67271	6.12171	6.12755	5.85605
7894150	control	5.67243	5.39232	5.67243	5.39232	5.49185	5.45943	5.24793	5.16993
7894151	control	5.73515	6.07487	5.37585	5.96112	6.19946	6.13119	6.36449	6.17326
7894152	control	7.09547	6.92633	6.75461	6.9557	6.82421	7.30973	7.30008	6.89063
7894153	control	7.43705	6.93194	7.18544	7.01226	6.97558	7.62095	7.03919	7.23514
7894154	control	6.82407	7.06026	6.65956	6.76059	6.85414	7.05631	7.08662	7.11206
7894155	control	7.11125	7.24317	7.1176	7.14256	7.37488	6.83267	7.21927	7.17616
7894156	control	6.65374	6.97687	6.47855	6.59916	5.9427	6.3543	6.1432	6.12167
7894157	control	6.37509	6.48757	6.12928	6.41954	5.99563	6.71862	6.38017	6.21469
7894158	control	8.62421	8.33625	8.41075	7.88422	8.3933	8.13144	8.64912	8.35492
7894159	control	7.3474	7.07827	6.82027	6.93019	5.95345	6.54688	6.62732	6.51767
7894160	control	8.93958	9.35094	9.51175	9.40088	9.10591	8.7879	9.34651	9.62571
7894161	control	8.64372	8.57433	8.52876	8.55601	8.62467	8.49038	8.8182	8.56895
7894162	control	5.84331	5.6873	5.55916	5.57969	5.46983	5.34488	5.58161	5.20893
7894163	control	6.80305	6.71567	6.68047	6.91397	6.98621	6.85596	7.195	6.86601
7894165	control	8.27202	8.2655	7.86201	8.21698	8.00445	8.09356	8.1209	8.24982
7894166	control	5.75444	5.692	5.67115	5.47444	5.56361	5.86778	5.72843	5.45794
7894167	control	7.57955	7.52935	6.75501	7.00282	7.02874	7.57324	7.49837	7.10297
7894168	control	6.08155	6.04633	5.94094	5.78398	5.92654	6.09003	6.36505	5.85956
7894169	control	7.09577	6.9542	7.23234	7.33206	6.85698	7.13199	7.10794	7.29411
7894170	control	6.1637	6.44694	5.9637	6.0047	5.8653	6.31304	5.96403	5.89357
7894171	control	12.0995	11.7625	11.981	11.9606	12.3726	12.4672	12.4748	12.3857
7894172	control	6.24193	6.29405	6.20721	6.03941	6.29483	6.2574	6.26346	6.1204
7894173	control	6.48029	6.61544	6.65881	6.6471	6.48529	6.58063	6.72953	6.33933
7894174	control	6.91326	6.84635	6.58562	6.86256	6.70203	6.64662	6.91623	6.78972
7894175	control	5.5181	5.56593	5.01739	5.44631	5.45548	5.68481	5.44631	5.32561
7894176	control	7.29983	6.98223	6.98409	6.70166	7.02835	7.15017	6.88712	7.11565
7894177	control	6.39883	6.30514	6.30057	6.60087	6.20519	6.45505	6.44313	6.26731
7894178	control	6.3913	6.80621	6.10053	6.20827	6.10975	6.57795	6.67566	6.29436
7894179	control	6.21995	6.20728	5.98792	6.16625	5.82694	5.96751	6.22302	6.0796
7894180	control	6.57855	6.45774	6.21848	5.97337	6.14519	6.10852	6.33974	6.07439
7894181	control	8.57568	8.123	8.15759	8.25517	8.43713	8.33665	8.49963	8.0733
7894182	control	6.41278	6.37867	5.9415	6.08698	6.36655	6.59112	6.50949	6.11678
7894183	control	7.00232	6.77968	6.9397	6.92773	6.59661	6.64766	6.63915	6.22869
7894184	control	6.98468	7.37484	6.71714	7.10807	6.76223	7.17985	6.922	7.22514
7894185	control	12.8297	12.8283	12.8755	12.8765	13.0019	13.0346	13.1745	13.1205
7894186	control	12.7977	12.7375	12.6951	12.7598	12.564	12.8203	12.6763	12.6649
7894187	control	5.76501	6.06787	6.01724	6.01199	6.07238	6.01251	6.25753	5.86921
7894188	control	8.54128	9.02521	8.41461	8.7487	8.92479	9.11351	9.07372	8.98392
7894189	control	9.31476	9.38687	9.23612	9.26608	9.36903	9.40256	9.53994	9.5134
7894190	control	5.46713	5.4799	5.60644	5.38019	5.58496	5.62061	5.53965	5.34663
7894191	control	6.2272	6.06842	5.95235	5.72684	5.85969	6.02864	6.00569	5.92022
7894192	control	10.1003	10.0961	9.79394	10.0099	10.173	10.1923	10.2084	10.3219
7894193	control	6.44541	6.54024	6.3865	6.24317	6.4999	6.45279	6.08684	6.04605
7894194	control	6.30403	6.4062	5.96047	6.10183	6.07792	6.1639	6.39925	6.27591
7894195	control	10.962	11.0934	10.7124	11.0755	10.9138	10.97	11.098	10.9388
7894196	control	6.13836	6.25819	5.71223	6.01377	6.112	5.81993	6.00021	5.81538
7894197	control	5.42626	5.70044	5.61471	5.45943	5.42626	5.83289	5.85798	5.12928
7894198	control	5.4089	5.29376	5.12056	5.24908	5.17704	5.46163	5.34105	5.16171
7894199	control	6.77884	7.99659	6.50779	7.2384	6.2048	6.87296	6.64386	6.72937
7894200	control	6.61543	6.81365	6.55426	6.55757	6.13974	6.49462	6.55638	6.11725
7894201	control	7.00933	6.92474	6.36554	6.77541	6.86396	6.5314	6.66419	7.01961
7894202	control	6.77526	6.55311	6.56726	6.49508	5.78445	6.47867	5.98649	6.08684
7894203	control	6.46533	6.4316	6.23457	6.45374	6.22061	6.63325	6.51937	6.18316
7894204	control	8.11239	7.54075	8.13197	7.34718	7.88789	8.3564	8.55336	8.46116
7894205	control	10.7178	10.9599	10.6821	10.8218	10.3774	10.5317	10.882	10.6114
7894206	control	5.69279	6.00721	5.54471	5.19011	5.54301	5.61045	5.6785	5.3318
7894207	control	10.4877	10.439	10.2981	10.4675	10.2849	10.5338	10.3075	10.7273
7894208	control	6.33886	6.07646	6.07583	6.2203	5.95345	5.99185	6.13777	5.84084
7894209	control	8.73384	9.13093	8.47927	9.23632	9.01106	8.96277	9.18224	9.45276
7894210	control	7.27987	6.93562	6.79599	6.74178	6.87476	6.8614	7.05021	6.65647
7894211	control	11.6078	11.5027	11.5068	11.5414	11.2706	11.646	11.8777	11.5564
7894212	control	9.08442	9.53821	9.3376	9.42956	9.43608	9.72287	9.76373	9.49491
7894213	control	11.0729	10.7269	10.7343	10.8394	10.8043	10.7201	10.7611	10.8002
7894214	control	12.1283	12.2049	12.0935	12.281	12.1578	12.16	12.3554	12.2491
7894215	control	6.60204	6.52322	6.6306	6.29616	6.54671	6.62305	6.76349	6.33422
7894216	control	7.19702	6.84058	6.48195	6.89877	6.85421	7.01153	7.04417	6.58703
7894217	control	6.74991	6.75173	6.53841	6.6189	6.07905	6.60976	6.50991	6.07693
7894218	control	9.17441	9.08713	9.06712	9.18384	9.30983	9.13405	9.06466	9.26397
7894219	control	6.83404	6.55361	6.50211	6.23383	6.31676	6.3584	6.21836	6.50548
7894220	control	8.17483	7.63589	7.92742	7.88347	7.98486	7.87472	8.07487	8.15358
7894221	control	6.0112	6.01742	5.78371	5.92325	5.82007	5.94544	6.16001	5.88264
7894222	control	5.65759	5.49974	5.24868	5.61717	5.51297	5.70332	5.9137	5.68592
7894223	control	11.1936	11.0489	11.0567	11.1276	11.1046	11.2411	11.2739	11.269
7894224	control	7.157	6.89385	6.70472	6.83853	7.02194	6.9038	6.75031	6.88469
7894225	control	6.4337	6.43775	6.19614	5.97564	6.45574	6.52662	6.40652	6.24648
7894226	control	8.54182	9.08847	8.57493	9.20183	8.55836	8.77491	8.85548	8.83387
